ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date
DOGE-USD,"['DAILY_TOP', 'HALFYEARLY_DOWN', 'MONTHLY_UP', 'QUARTERLY_DOWN', 'YTD_UP']","                         Date      Open      High  ...    BB_std  BB_upper  BB_lower
0   2025-01-07 00:00:00+00:00  0.387952  0.397808  ...  0.000000  0.348437  0.348437
1   2025-01-08 00:00:00+00:00  0.348436  0.355111  ...  0.004376  0.354095  0.336590
2   2025-01-09 00:00:00+00:00  0.342247  0.346286  ...  0.014440  0.366080  0.308318
3   2025-01-10 00:00:00+00:00  0.320909  0.338534  ...  0.011900  0.360194  0.312595
4   2025-01-11 00:00:00+00:00  0.333979  0.347811  ...  0.010505  0.358317  0.316296
..                        ...       ...       ...  ...       ...       ...       ...
360 2026-01-02 00:00:00+00:00  0.126683  0.144536  ...  0.005606  0.138936  0.116513
361 2026-01-03 00:00:00+00:00  0.141673  0.144129  ...  0.006435  0.141039  0.115299
362 2026-01-04 00:00:00+00:00  0.143059  0.153908  ...  0.007987  0.145122  0.113174
363 2026-01-05 00:00:00+00:00  0.149307  0.153535  ...  0.009457  0.149065  0.111239
364 2026-01-06 18:45:00+00:00  0.151802  0.155847  ...  0.009984  0.151074  0.111140

[365 rows x 14 columns]","                          Date      Open  ...  BB_upper  BB_lower
0    2025-12-30 00:00:00+00:00  0.122724  ...  0.122760  0.122760
1    2025-12-30 00:05:00+00:00  0.122747  ...  0.122761  0.122760
2    2025-12-30 00:10:00+00:00  0.122860  ...  0.122913  0.122676
3    2025-12-30 00:15:00+00:00  0.122880  ...  0.122961  0.122680
4    2025-12-30 00:20:00+00:00  0.122890  ...  0.122946  0.122701
...                        ...       ...  ...       ...       ...
2236 2026-01-06 18:25:00+00:00  0.145188  ...  0.146494  0.144262
2237 2026-01-06 18:30:00+00:00  0.145076  ...  0.146494  0.144263
2238 2026-01-06 18:35:00+00:00  0.145277  ...  0.146499  0.144276
2239 2026-01-06 18:40:00+00:00  0.145289  ...  0.146491  0.144263
2240 2026-01-06 18:45:00+00:00  0.145277  ...  0.146469  0.144251

[2241 rows x 14 columns]",365,2241,"[10, 123, 194, 218, 249, 272, 363]","[2, 31, 62, 117, 130, 149, 207, 224, 261, 358]",[],[],,,,"{'DAILY_TOP': {'sl': np.float64(0.1600715635078294), 'tp': np.float64(0.11568736178534372), 'entry': 0.14527682960033417, 'desc': 'Daily top confirmed near $0.15. Entry (short): $0.15.'}}",,0.14527682960033417,2026-01-06
DUST,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  61.200001  ...  63.200001  63.200001
1   2024-07-25 13:30:00+00:00  66.400002  ...  69.899741  60.000257
2   2024-07-26 13:30:00+00:00  65.500000  ...  68.805545  61.594451
3   2024-07-29 13:30:00+00:00  65.099998  ...  68.143915  62.256081
4   2024-07-30 13:30:00+00:00  64.599998  ...  67.693569  62.346429
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00   7.060000  ...   9.295078   6.362922
361 2025-12-31 14:30:00+00:00   7.360000  ...   9.194724   6.344276
362 2026-01-02 14:30:00+00:00   7.240000  ...   9.066817   6.348183
363 2026-01-05 14:30:00+00:00   7.150000  ...   8.940487   6.309513
364 2026-01-06 18:46:35+00:00   7.150000  ...   8.819771   6.204159

[365 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-24 14:30:00+00:00  6.8650  6.9250  ...  0.000000  6.890000  6.890000
1   2025-12-24 14:35:00+00:00  6.8800  7.0600  ...  0.105995  7.176940  6.752959
2   2025-12-24 14:40:00+00:00  7.0450  7.0656  ...  0.075452  7.120871  6.819063
3   2025-12-24 14:45:00+00:00  6.9800  7.0499  ...  0.066492  7.115459  6.849491
4   2025-12-24 14:50:00+00:00  7.0100  7.0950  ...  0.074993  7.153945  6.853975
..                        ...     ...     ...  ...       ...       ...       ...
557 2026-01-06 18:30:00+00:00  6.4900  6.5100  ...  0.022439  6.544733  6.454977
558 2026-01-06 18:35:00+00:00  6.5000  6.5000  ...  0.021814  6.541553  6.454297
559 2026-01-06 18:40:00+00:00  6.4800  6.4800  ...  0.022271  6.540213  6.451127
560 2026-01-06 18:45:00+00:00  6.4624  6.4633  ...  0.023605  6.540871  6.446449
561 2026-01-06 18:46:35+00:00  6.4593  6.4593  ...  0.024469  6.540068  6.442192

[562 rows x 14 columns]",365,562,"[10, 31, 81, 177]","[98, 183]","[130, 195, 378, 508]","[60, 138, 197, 356, 437]",7.875,6.605000019073486,,"{'BREAKOUT_DOWN': {'sl': np.float64(7.177121264593942), 'tp': np.float64(5.0236575944083075), 'entry': 6.4593000411987305, 'desc': 'Breakdown below 20-day low ($6.66). Entry: $6.46.'}}",,6.4593000411987305,2026-01-06
EEM,"['BREAKOUT_UP', 'DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  42.529999  ...  42.099998  42.099998
1   2024-07-25 13:30:00+00:00  41.919998  ...  42.255413  41.774586
2   2024-07-26 13:30:00+00:00  42.279999  ...  42.563129  41.696871
3   2024-07-29 13:30:00+00:00  42.320000  ...  42.517421  41.787579
4   2024-07-30 13:30:00+00:00  42.250000  ...  42.462486  41.793514
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  54.869999  ...  55.565998  52.912002
361 2025-12-31 14:30:00+00:00  54.900002  ...  55.603030  52.915970
362 2026-01-02 14:30:00+00:00  55.889999  ...  55.964306  52.744694
363 2026-01-05 14:30:00+00:00  56.590000  ...  56.442009  52.519991
364 2026-01-06 18:46:31+00:00  56.590000  ...  56.927282  52.286218

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  54.410000  ...  54.424999  54.424999
1   2025-12-24 14:35:00+00:00  54.430000  ...  54.447852  54.377148
2   2025-12-24 14:40:00+00:00  54.389999  ...  54.459384  54.382484
3   2025-12-24 14:45:00+00:00  54.438599  ...  54.452157  54.381743
4   2025-12-24 14:50:00+00:00  54.404999  ...  54.447100  54.386020
..                        ...        ...  ...        ...        ...
556 2026-01-06 18:30:00+00:00  57.250000  ...  57.333885  57.208774
557 2026-01-06 18:35:00+00:00  57.235001  ...  57.332033  57.214127
558 2026-01-06 18:40:00+00:00  57.255001  ...  57.329482  57.219178
559 2026-01-06 18:45:00+00:00  57.250000  ...  57.326520  57.224640
560 2026-01-06 18:46:31+00:00  57.255001  ...  57.326288  57.225372

[561 rows x 14 columns]",365,561,"[75, 96, 364]","[80, 81, 103, 177, 305]","[360, 514]",[352],57.41849899291992,54.70000076293945,,"{'DAILY_TOP': {'sl': np.float64(58.045000076293945), 'tp': np.float64(55.67500305175781), 'entry': 57.255001068115234, 'desc': 'Daily top confirmed near $57.43. Entry (short): $57.26.'}, 'BREAKOUT_UP': {'sl': np.float64(56.2450008392334), 'tp': np.float64(59.275001525878906), 'entry': 57.255001068115234, 'desc': 'Breakout above 20-day high ($56.86). Entry: $57.26.'}}",,57.255001068115234,2026-01-06
EFA,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  79.669998  ...  78.910004  78.910004
1   2024-07-25 13:30:00+00:00  78.239998  ...  79.367110  77.952897
2   2024-07-26 13:30:00+00:00  79.019997  ...  79.910004  77.910004
3   2024-07-29 13:30:00+00:00  79.230003  ...  79.777662  78.117343
4   2024-07-30 13:30:00+00:00  79.370003  ...  79.771061  78.240941
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  96.629997  ...  97.400495  94.317505
361 2025-12-31 14:30:00+00:00  96.330002  ...  97.402097  94.414902
362 2026-01-02 14:30:00+00:00  97.029999  ...  97.548229  94.417770
363 2026-01-05 14:30:00+00:00  97.260002  ...  97.937012  94.262988
364 2026-01-06 18:46:30+00:00  97.254997  ...  98.294209  94.152291

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  96.190002  ...  96.339996  96.339996
1   2025-12-24 14:35:00+00:00  96.339996  ...  96.376559  96.263441
2   2025-12-24 14:40:00+00:00  96.290001  ...  96.372846  96.280485
3   2025-12-24 14:45:00+00:00  96.345001  ...  96.365353  96.289646
4   2025-12-24 14:50:00+00:00  96.339996  ...  96.364634  96.295364
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  98.279999  ...  98.374233  98.179098
558 2026-01-06 18:35:00+00:00  98.260002  ...  98.364280  98.198051
559 2026-01-06 18:40:00+00:00  98.254997  ...  98.344349  98.227981
560 2026-01-06 18:45:00+00:00  98.245003  ...  98.344080  98.228741
561 2026-01-06 18:46:30+00:00  98.275002  ...  98.343764  98.230557

[562 rows x 14 columns]",365,562,"[5, 222, 249, 328]","[8, 105, 118, 177, 227, 256, 334]",[357],"[284, 346, 352]",97.01000213623047,95.95999908447266,,"{'BREAKOUT_UP': {'sl': np.float64(97.35750034877232), 'tp': np.float64(100.11000388009208), 'entry': 98.2750015258789, 'desc': 'Breakout above 20-day high ($98.15). Entry: $98.28.'}}",,98.2750015258789,2026-01-06
ETH-USD,"['HALFYEARLY_DOWN', 'MONTHLY_UP', 'RSI_OVERBOUGHT', 'YEARLY_UP', 'YTD_UP']","                         Date         Open  ...     BB_upper     BB_lower
0   2025-01-07 00:00:00+00:00  3688.341309  ...  3381.577393  3381.577393
1   2025-01-08 00:00:00+00:00  3381.615479  ...  3432.085906  3275.820832
2   2025-01-09 00:00:00+00:00  3326.359619  ...  3473.978547  3144.246388
3   2025-01-10 00:00:00+00:00  3219.496582  ...  3439.607452  3157.806244
4   2025-01-11 00:00:00+00:00  3267.522461  ...  3418.320574  3172.497493
..                        ...          ...  ...          ...          ...
360 2026-01-02 00:00:00+00:00  3000.453125  ...  3094.434290  2829.899499
361 2026-01-03 00:00:00+00:00  3124.310303  ...  3110.537363  2820.328702
362 2026-01-04 00:00:00+00:00  3125.960205  ...  3139.167688  2809.351111
363 2026-01-05 00:00:00+00:00  3141.486328  ...  3186.872901  2787.840844
364 2026-01-06 18:43:00+00:00  3225.234863  ...  3217.248361  2796.146732

[365 rows x 14 columns]","                          Date         Open  ...     BB_upper     BB_lower
0    2025-12-30 00:00:00+00:00  2934.388916  ...  2935.634277  2935.634277
1    2025-12-30 00:05:00+00:00  2934.093262  ...  2935.978893  2934.912709
2    2025-12-30 00:10:00+00:00  2935.864746  ...  2935.869399  2935.084865
3    2025-12-30 00:15:00+00:00  2935.519531  ...  2936.854742  2934.631708
4    2025-12-30 00:20:00+00:00  2936.449951  ...  2936.811711  2934.321590
...                        ...          ...  ...          ...          ...
2237 2026-01-06 18:25:00+00:00  3213.492920  ...  3270.480873  3194.087559
2238 2026-01-06 18:30:00+00:00  3218.140381  ...  3268.666913  3193.303839
2239 2026-01-06 18:35:00+00:00  3224.306885  ...  3266.703189  3192.554403
2240 2026-01-06 18:40:00+00:00  3218.019287  ...  3264.558403  3191.737349
2241 2026-01-06 18:43:00+00:00  3218.217041  ...  3261.269913  3191.627352

[2242 rows x 14 columns]",365,2242,"[47, 126, 218, 227, 272]","[207, 224, 261, 277, 301]","[1071, 1749, 2189]","[1038, 2173, 2231]",3300.621826171875,3023.543212890625,,{},,3218.217041015625,2026-01-06
EWJ,"['YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  69.790001  ...  68.860001  68.860001
1   2024-07-25 13:30:00+00:00  67.699997  ...  69.847353  66.792646
2   2024-07-26 13:30:00+00:00  68.309998  ...  69.604773  67.281895
3   2024-07-29 13:30:00+00:00  68.900002  ...  69.576828  67.513172
4   2024-07-30 13:30:00+00:00  69.050003  ...  69.584898  67.663103
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  81.239998  ...  85.355700  78.912300
361 2025-12-31 14:30:00+00:00  80.730003  ...  85.323654  78.771347
362 2026-01-02 14:30:00+00:00  81.510002  ...  85.263394  78.703606
363 2026-01-05 14:30:00+00:00  82.360001  ...  85.194442  78.723558
364 2026-01-06 18:46:24+00:00  82.355003  ...  85.087463  78.754537

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  80.860001  ...  80.815002  80.815002
1   2025-12-24 14:35:00+00:00  80.820000  ...  80.842428  80.757578
2   2025-12-24 14:40:00+00:00  80.775002  ...  80.875000  80.755005
3   2025-12-24 14:45:00+00:00  80.845001  ...  80.899050  80.756753
4   2025-12-24 14:50:00+00:00  80.860001  ...  80.940182  80.748462
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  82.959602  ...  83.033573  82.920438
558 2026-01-06 18:35:00+00:00  82.919197  ...  83.035582  82.916429
559 2026-01-06 18:40:00+00:00  82.930000  ...  83.031842  82.922669
560 2026-01-06 18:45:00+00:00  82.934998  ...  83.032346  82.917165
561 2026-01-06 18:46:24+00:00  82.940002  ...  83.032323  82.913188

[562 rows x 14 columns]",365,562,"[5, 27, 45, 92, 163, 232, 250, 267, 301, 328, 350]","[9, 31, 64, 103, 157, 176, 227, 243, 305, 334, 352]","[356, 359]","[346, 428]",81.50499725341797,80.68499755859375,,{},,82.94000244140625,2026-01-06
EWZ,"['HALFYEARLY_UP', 'NINE_DAY_HIGH', 'RECENT_WEEKLY_TOP', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  27.559999  ...  27.540001  27.540001
1   2024-07-25 13:30:00+00:00  27.510000  ...  27.613140  27.386860
2   2024-07-26 13:30:00+00:00  27.490000  ...  27.868444  27.291556
3   2024-07-29 13:30:00+00:00  27.790001  ...  27.921423  27.328577
4   2024-07-30 13:30:00+00:00  27.500000  ...  27.879061  27.364940
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  31.910000  ...  34.697602  30.107398
361 2025-12-31 14:30:00+00:00  31.920000  ...  34.466727  30.112273
362 2026-01-02 14:30:00+00:00  32.299999  ...  34.172295  30.206705
363 2026-01-05 14:30:00+00:00  32.270000  ...  33.711669  30.474331
364 2026-01-06 18:46:37+00:00  32.270000  ...  33.813404  30.441597

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  31.730000  ...  31.645100  31.645100
1   2025-12-24 14:35:00+00:00  31.639999  ...  31.672617  31.587482
2   2025-12-24 14:40:00+00:00  31.610001  ...  31.699490  31.587776
3   2025-12-24 14:45:00+00:00  31.680000  ...  31.691236  31.599164
4   2025-12-24 14:50:00+00:00  31.639999  ...  31.684298  31.604021
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  33.165001  ...  33.333348  33.160591
558 2026-01-06 18:35:00+00:00  33.160000  ...  33.329934  33.152006
559 2026-01-06 18:40:00+00:00  33.169998  ...  33.324893  33.146547
560 2026-01-06 18:45:00+00:00  33.189999  ...  33.313475  33.146965
561 2026-01-06 18:46:37+00:00  33.220001  ...  33.302777  33.149663

[562 rows x 14 columns]",365,562,"[18, 98, 142, 163, 201, 236, 263, 327, 343, 364]","[8, 91, 103, 177, 197, 230, 268, 305, 334, 355]","[198, 358, 516]","[351, 500, 501]",33.3849983215332,31.760000228881836,,{},,33.220001220703125,2026-01-06
FNGD,"['HALFYEARLY_DOWN', 'MONTHLY_UP', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  24.950001  ...  26.730000  26.730000
1   2024-07-25 13:30:00+00:00  26.570000  ...  27.591397  26.318603
2   2024-07-26 13:30:00+00:00  26.320000  ...  27.397273  26.369393
3   2024-07-29 13:30:00+00:00  26.040001  ...  27.557323  25.832676
4   2024-07-30 13:30:00+00:00  25.889999  ...  28.029350  25.746649
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00   5.120000  ...   5.587815   4.274185
361 2025-12-31 14:30:00+00:00   5.110000  ...   5.610009   4.328991
362 2026-01-02 14:30:00+00:00   5.100000  ...   5.669901   4.358099
363 2026-01-05 14:30:00+00:00   5.330000  ...   5.701382   4.403619
364 2026-01-06 18:47:02+00:00   5.330000  ...   5.702629   4.475571

[365 rows x 14 columns]","                         Date   Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-24 14:30:00+00:00  5.030  5.0550  ...  0.000000  5.032400  5.032400
1   2025-12-24 14:35:00+00:00  5.025  5.0600  ...  0.012445  5.066090  5.016310
2   2025-12-24 14:40:00+00:00  5.050  5.0600  ...  0.011871  5.069542  5.022058
3   2025-12-24 14:45:00+00:00  5.055  5.0600  ...  0.012015  5.073380  5.025321
4   2025-12-24 14:50:00+00:00  5.060  5.0600  ...  0.011214  5.069908  5.025052
..                        ...    ...     ...  ...       ...       ...       ...
554 2026-01-06 18:30:00+00:00  5.320  5.3350  ...  0.032306  5.403686  5.274463
555 2026-01-06 18:35:00+00:00  5.330  5.3335  ...  0.030098  5.396016  5.275623
556 2026-01-06 18:40:00+00:00  5.325  5.3296  ...  0.027160  5.385889  5.277251
557 2026-01-06 18:45:00+00:00  5.310  5.3100  ...  0.023874  5.374318  5.278822
558 2026-01-06 18:47:02+00:00  5.292  5.2920  ...  0.022165  5.366750  5.278090

[559 rows x 14 columns]",365,559,"[8, 10, 31, 156, 175, 185]","[5, 20, 40, 167, 178]","[126, 379, 528]","[354, 438, 440, 520]",5.520100116729736,5.076499938964844,,{},,5.291999816894531,2026-01-06
FNGU,"['MONTHLY_DOWN', 'QUARTERLY_DOWN', 'RECENT_WEEKLY_BOTTOM', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-02-20 14:30:00+00:00  24.520000  ...  24.233000  24.233000
1   2025-02-21 14:30:00+00:00  24.150000  ...  25.625348  21.317651
2   2025-02-24 14:30:00+00:00  22.290001  ...  26.025476  19.132524
3   2025-02-25 14:30:00+00:00  20.559999  ...  25.807832  17.995668
4   2025-02-26 14:30:00+00:00  20.250000  ...  25.213830  18.092970
..                        ...        ...  ...        ...        ...
216 2025-12-30 14:30:00+00:00  25.855000  ...  31.497800  23.297200
217 2025-12-31 14:30:00+00:00  25.930000  ...  31.143943  23.162057
218 2026-01-02 14:30:00+00:00  25.900000  ...  30.913850  22.845150
219 2026-01-05 14:30:00+00:00  24.870001  ...  30.597253  22.660747
220 2026-01-06 18:46:45+00:00  24.870001  ...  30.127524  22.645975

[221 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  26.430000  ...  26.455000  26.455000
1   2025-12-24 14:35:00+00:00  26.450100  ...  26.532707  26.292294
2   2025-12-24 14:40:00+00:00  26.355000  ...  26.521067  26.238934
3   2025-12-24 14:45:00+00:00  26.320000  ...  26.501899  26.215601
4   2025-12-24 14:50:00+00:00  26.309999  ...  26.488419  26.237581
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  24.840000  ...  25.064098  24.497761
558 2026-01-06 18:35:00+00:00  24.820101  ...  25.052077  24.540773
559 2026-01-06 18:40:00+00:00  24.840000  ...  25.034852  24.595498
560 2026-01-06 18:45:00+00:00  24.900000  ...  25.024683  24.638457
561 2026-01-06 18:46:45+00:00  24.945000  ...  25.021684  24.672955

[562 rows x 14 columns]",221,562,"[0, 23, 58, 174, 197]","[12, 33, 41, 83, 190, 208]","[356, 440]","[127, 381]",26.1200008392334,23.959999084472656,,{},,24.94499969482422,2026-01-06
FXI,"['YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  25.860001  ...  25.700001  25.700001
1   2024-07-25 13:30:00+00:00  25.450001  ...  25.983408  25.106592
2   2024-07-26 13:30:00+00:00  25.350000  ...  25.848009  25.225324
3   2024-07-29 13:30:00+00:00  25.549999  ...  25.797779  25.287221
4   2024-07-30 13:30:00+00:00  25.370001  ...  25.791548  25.208452
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  38.770000  ...  39.874672  37.794327
361 2025-12-31 14:30:00+00:00  38.400002  ...  39.793695  37.755305
362 2026-01-02 14:30:00+00:00  39.450001  ...  39.911812  37.698188
363 2026-01-05 14:30:00+00:00  39.369999  ...  40.033391  37.638609
364 2026-01-06 18:46:25+00:00  39.369999  ...  40.041711  37.633789

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  38.520000  ...  38.610001  38.610001
1   2025-12-24 14:35:00+00:00  38.619999  ...  38.623713  38.581289
2   2025-12-24 14:40:00+00:00  38.590000  ...  38.633497  38.583170
3   2025-12-24 14:45:00+00:00  38.625000  ...  38.628315  38.586685
4   2025-12-24 14:50:00+00:00  38.605000  ...  38.625234  38.586765
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  39.959999  ...  40.031063  39.952287
558 2026-01-06 18:35:00+00:00  39.950001  ...  40.034244  39.946106
559 2026-01-06 18:40:00+00:00  39.945000  ...  40.040168  39.935682
560 2026-01-06 18:45:00+00:00  39.919998  ...  40.043984  39.925366
561 2026-01-06 18:46:25+00:00  39.924999  ...  40.045930  39.916419

[562 rows x 14 columns]",365,562,"[52, 75, 96, 299]","[103, 177, 305]","[113, 114, 270, 360, 424]","[343, 346, 438]",39.845001220703125,38.2599983215332,,{},,39.92499923706055,2026-01-06
GC=F,"['HALFYEARLY_UP', 'MONTHLY_UP', 'QUARTERLY_UP', 'YEARLY_UP', 'YTD_UP']","                         Date         Open  ...     BB_upper     BB_lower
0   2024-10-28 04:00:00+00:00  2736.100098  ...  2742.899902  2742.899902
1   2024-10-29 04:00:00+00:00  2768.399902  ...  2791.712348  2719.587457
2   2024-10-30 04:00:00+00:00  2774.600098  ...  2812.306483  2720.893387
3   2024-10-31 04:00:00+00:00  2787.399902  ...  2806.360946  2712.688981
4   2024-11-01 04:00:00+00:00  2745.500000  ...  2800.010864  2710.669117
..                        ...          ...  ...          ...          ...
295 2025-12-30 05:00:00+00:00  4346.399902  ...  4528.879578  4098.960461
296 2025-12-31 05:00:00+00:00  4333.500000  ...  4527.316734  4114.423305
297 2026-01-02 05:00:00+00:00  4350.600098  ...  4525.064362  4128.185687
298 2026-01-05 05:00:00+00:00  4386.700195  ...  4534.423061  4141.336998
299 2026-01-06 18:37:06+00:00  4459.799805  ...  4551.294567  4152.705482

[300 rows x 14 columns]","                          Date         Open  ...     BB_upper     BB_lower
0    2025-12-28 23:10:00+00:00  4570.500000  ...  4560.299805  4560.299805
1    2025-12-28 23:15:00+00:00  4559.700195  ...  4567.574377  4556.825525
2    2025-12-28 23:20:00+00:00  4564.500000  ...  4569.514851  4557.551881
3    2025-12-28 23:25:00+00:00  4566.500000  ...  4568.345348  4557.604603
4    2025-12-28 23:30:00+00:00  4561.000000  ...  4567.510708  4557.889292
...                        ...          ...  ...          ...          ...
1535 2026-01-06 18:15:00+00:00  4501.700195  ...  4502.172204  4494.487806
1536 2026-01-06 18:20:00+00:00  4502.299805  ...  4502.387383  4494.462617
1537 2026-01-06 18:30:00+00:00  4494.500000  ...  4502.550427  4494.129602
1538 2026-01-06 18:35:00+00:00  4494.299805  ...  4502.703911  4493.766157
1539 2026-01-06 18:37:06+00:00  4495.299805  ...  4502.714467  4493.415563

[1540 rows x 14 columns]",300,1540,"[119, 246]",[110],"[2, 167, 650, 837, 1052, 1221]","[15, 94, 194, 633, 1029]",4566.2001953125,4296.5,,{},,4495.2998046875,2026-01-06
GLD,"['HALFYEARLY_UP', 'MONTHLY_UP', 'QUARTERLY_UP', 'YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  223.470001  ...  221.800003  221.800003
1   2024-07-25 13:30:00+00:00  219.020004  ...  224.972325  215.157680
2   2024-07-26 13:30:00+00:00  219.960007  ...  223.784136  216.722537
3   2024-07-29 13:30:00+00:00  221.259995  ...  223.153661  217.386348
4   2024-07-30 13:30:00+00:00  221.410004  ...  223.927278  217.512730
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  403.600006  ...  415.922420  377.561583
361 2025-12-31 14:30:00+00:00  398.600006  ...  415.851700  378.539303
362 2026-01-02 14:30:00+00:00  401.619995  ...  415.780256  379.750747
363 2026-01-05 14:30:00+00:00  406.390015  ...  416.770210  380.923794
364 2026-01-06 18:46:40+00:00  406.390015  ...  418.087970  382.224032

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  412.250000  ...  412.559998  412.559998
1   2025-12-24 14:35:00+00:00  412.575012  ...  413.867316  409.822686
2   2025-12-24 14:40:00+00:00  411.100006  ...  413.280093  410.419899
3   2025-12-24 14:45:00+00:00  411.904205  ...  413.026282  410.343713
4   2025-12-24 14:50:00+00:00  411.160004  ...  413.049333  409.818660
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:30:00+00:00  412.450012  ...  413.015836  412.262044
558 2026-01-06 18:35:00+00:00  412.260010  ...  413.015953  412.233928
559 2026-01-06 18:40:00+00:00  412.409912  ...  413.013073  412.214857
560 2026-01-06 18:45:00+00:00  412.459991  ...  413.006963  412.207966
561 2026-01-06 18:46:40+00:00  412.619995  ...  413.002569  412.206360

[562 rows x 14 columns]",365,562,[311],[176],"[197, 356, 438, 513]","[129, 192, 341, 505]",412.6300048828125,395.6700134277344,,{},,412.6199951171875,2026-01-06
